Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Service,Packet Size,Flags
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,1292,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,1292,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,1292,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,1292,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,HTTPS,50863,443,https,66,S
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,79,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,1292,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,1183,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,81,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,125,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,115,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,894,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,HTTPS,443,50863,unknown,66,SA
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,1292,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,152,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,HTTPS,50863,443,https,54,A
05-04-2026 11:48,192.168.29.158,142.250.77.98,HTTPS,50863,443,https,1788,PA
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,205,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,985,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,1004,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,163,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,69,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,76,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,75,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,73,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,HTTPS,443,50863,unknown,54,A
05-04-2026 11:48,142.250.77.98,192.168.29.158,HTTPS,443,50863,unknown,54,A
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,67,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,69,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,374,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,63,-
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,54,A
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,77,-
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,157,PA
05-04-2026 11:48,142.250.77.98,192.168.29.158,HTTPS,443,50863,unknown,2878,PA
05-04-2026 11:48,142.250.77.98,192.168.29.158,HTTPS,443,50863,unknown,1308,PA
05-04-2026 11:48,192.168.29.158,142.250.77.98,HTTPS,50863,443,https,54,A
05-04-2026 11:48,192.168.29.158,142.250.77.98,HTTPS,50863,443,https,128,PA
05-04-2026 11:48,142.250.77.98,192.168.29.158,HTTPS,443,50863,unknown,1032,PA
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,1547,PA
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,66,-
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,54,A
05-04-2026 11:48,3.111.241.224,192.168.29.158,HTTPS,443,61695,unknown,54,A
05-04-2026 11:48,192.168.29.158,142.250.77.98,HTTPS,50863,443,https,54,A
05-04-2026 11:48,3.111.241.224,192.168.29.158,HTTPS,443,61695,unknown,513,PA
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,A
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,54,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,5894,A
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,54,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,A
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,54,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,8814,A
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,54,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,4434,A
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,54,A
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,54,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,A
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,54,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,925,PA
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,54,A
05-04-2026 11:48,52.104.160.25,192.168.29.158,HTTPS,443,51867,unknown,1514,PA
05-04-2026 11:48,192.168.29.158,52.104.160.25,HTTPS,51867,443,https,66,A
05-04-2026 11:48,3.111.241.224,192.168.29.158,HTTPS,443,61695,unknown,54,A
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,54,A
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,164,PA
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,168,PA
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,54,A
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,164,PA
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,164,PA
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,54,A
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,164,PA
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,54,A
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,66,A
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,234,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,70,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,74,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,111,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,63,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,111,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,77,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,75,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,63,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,77,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,66,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,369,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,369,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,369,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,369,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,369,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,369,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,369,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,369,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,378,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,378,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,378,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,378,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,378,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,378,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,378,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,378,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,433,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,433,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,433,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,433,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,433,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,433,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,433,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,39425,1900,ssdp,433,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,36903,1900,ssdp,443,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,36903,1900,ssdp,443,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,36903,1900,ssdp,443,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,36903,1900,ssdp,443,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,36903,1900,ssdp,443,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,36903,1900,ssdp,443,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,36903,1900,ssdp,443,-
05-04-2026 11:48,192.168.29.79,239.255.255.250,UDP,36903,1900,ssdp,443,-
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,2183,PA
05-04-2026 11:48,3.111.241.224,192.168.29.158,HTTPS,443,61695,unknown,54,A
05-04-2026 11:48,3.111.241.224,192.168.29.158,HTTPS,443,61695,unknown,527,PA
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,54,A
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,164,PA
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,164,PA
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,164,PA
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,54,A
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,164,PA
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,66,A
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,164,PA
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,66,A
05-04-2026 11:48,192.168.29.178,224.0.0.251,DNS,5353,5353,unknown,100,-
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,66,A
05-04-2026 11:48,192.168.29.178,224.0.0.251,DNS,5353,5353,unknown,91,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,224,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,70,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,111,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,77,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,63,-
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,1591,PA
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,74,-
05-04-2026 11:48,3.111.241.224,192.168.29.158,HTTPS,443,61695,unknown,54,A
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,66,-
05-04-2026 11:48,3.111.241.224,192.168.29.158,HTTPS,443,61695,unknown,525,PA
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,54,A
05-04-2026 11:48,192.168.29.1,224.0.0.1,UNKNOWN,-,-,n/a,50,-
05-04-2026 11:48,192.168.29.1,224.0.0.1,UNKNOWN,-,-,n/a,50,-
05-04-2026 11:48,192.168.29.1,224.0.0.1,UNKNOWN,-,-,n/a,50,-
05-04-2026 11:48,192.168.29.158,224.0.0.22,UNKNOWN,-,-,n/a,54,-
05-04-2026 11:48,192.168.29.178,224.0.0.251,DNS,5353,5353,unknown,91,-
05-04-2026 11:48,192.168.29.78,224.0.0.22,UNKNOWN,-,-,n/a,62,-
05-04-2026 11:48,192.168.29.79,224.0.0.22,UNKNOWN,-,-,n/a,54,-
05-04-2026 11:48,192.168.29.158,224.0.0.22,UNKNOWN,-,-,n/a,54,-
05-04-2026 11:48,192.168.29.158,224.0.0.22,UNKNOWN,-,-,n/a,54,-
05-04-2026 11:48,192.168.29.178,224.0.0.251,DNS,5353,5353,unknown,91,-
05-04-2026 11:48,192.168.29.158,20.189.173.28,HTTPS,65508,443,https,167,PA
05-04-2026 11:48,192.168.29.158,20.189.173.28,HTTPS,65508,443,https,93,PA
05-04-2026 11:48,192.168.29.158,20.189.173.28,HTTPS,65508,443,https,2571,PA
05-04-2026 11:48,20.189.173.28,192.168.29.158,HTTPS,443,65508,unknown,54,A
05-04-2026 11:48,20.189.173.28,192.168.29.158,HTTPS,443,65508,unknown,93,PA
05-04-2026 11:48,20.189.173.28,192.168.29.158,HTTPS,443,65508,unknown,54,A
05-04-2026 11:48,20.189.173.28,192.168.29.158,HTTPS,443,65508,unknown,54,A
05-04-2026 11:48,192.168.29.158,20.189.173.28,HTTPS,65508,443,https,54,A
05-04-2026 11:48,20.189.173.28,192.168.29.158,HTTPS,443,65508,unknown,148,PA
05-04-2026 11:48,192.168.29.158,20.189.173.28,HTTPS,65508,443,https,89,PA
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,164,PA
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,54,A
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,164,PA
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,54,A
05-04-2026 11:48,20.189.173.28,192.168.29.158,HTTPS,443,65508,unknown,54,A
05-04-2026 11:48,192.168.29.178,224.0.0.251,DNS,5353,5353,unknown,91,-
05-04-2026 11:48,192.168.29.52,224.0.0.22,UNKNOWN,-,-,n/a,60,-
05-04-2026 11:48,192.168.29.52,224.0.0.22,UNKNOWN,-,-,n/a,60,-
05-04-2026 11:48,13.204.106.34,192.168.29.158,HTTPS,443,51625,unknown,54,A
05-04-2026 11:48,192.168.29.158,13.204.106.34,HTTPS,51625,443,https,54,A
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,66,S
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,66,SA
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,54,A
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,593,PA
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,593,PA
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,66,SA
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,54,A
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,257,PA
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,66,A
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,1890,PA
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,1466,PA
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,66,A
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,81,PA
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,54,A
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,66,A
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,66,A
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,856,PA
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,54,FA
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,54,A
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,78,PA
05-04-2026 11:48,192.168.29.158,34.49.39.67,HTTPS,64728,443,https,54,FA
05-04-2026 11:48,34.49.39.67,192.168.29.158,HTTPS,443,64728,unknown,54,R
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,164,PA
05-04-2026 11:48,192.168.29.78,192.168.29.158,TCP,8009,58810,unknown,164,PA
05-04-2026 11:48,192.168.29.158,192.168.29.78,TCP,58810,8009,unknown,54,A
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,217,-
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,70,-
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,1587,PA
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,111,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,77,-
05-04-2026 11:48,192.168.29.158,3.111.241.224,HTTPS,61695,443,https,1514,PA
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,72,-
05-04-2026 11:48,3.111.241.224,192.168.29.158,HTTPS,443,61695,unknown,54,A
05-04-2026 11:48,142.250.77.98,192.168.29.158,UDP,443,51018,unknown,64,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,75,-
05-04-2026 11:48,192.168.29.158,142.250.77.98,UDP,51018,443,https,72,-
